"","ResponseId","co1","co2","co3an","co3bn","co3abn","co4","co5","co6","co7_1","co7_2","co7_3","co8","bs1","bs2","bs3","traust1","traust2","traust3_1","traust3_2","traust3_3","traust3_4","traust3_5","traust3_6","traust3_7","traust3_8","traust3_9","traust4","traust5","heilsa1","heilsa2","heilsa3","heilsa4","heilsa5","heilsa6","heilsa7","br1","br2","br3","br4","br5_1","br5_2","br5_3","br5_4","af1_1","af1_2","af1_3","af1_4","af1_5","af1_6","af1_7","af1_8","af1_9","af2_1","af2_2","af2_3","af2_4","af2_5","af2_6","vh","kyn","aldur4","aldur6","aldur7","buseta","buseta4","menntun3","menntun4","menntun5","stada4","stada","atvinna4","atvinna","hjuskapur4","born","einstaklingstekjur5","einstaklingstekjur6","heimilistekjur5","heimilistekjur6","kos6","Vigt"
"366","R_2YQdD92I3HPCqEq        ","Ekki miklar","Já, hvað?","3-10 manns","1-2 einstaklinga","3-10 manns","Já, stundum eða sjaldan","Nei","Nei, ég hef ekki farið í sýnatöku","Frekar miklu leyti eða minna","Frekar miklu leyti eða minna","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, líklega","Já, líklega","Já, líklega","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Mjög vel","Frekar vel","Frekar vel","Frekar vel","Frekar illa","Já, 3 sinnum í viku eða oftar","Öðru hvoru","Góða","Nei","Mjög góða","Já","Svipað og vanalega","Já","Minni en vanalega","Frekar mikil","Nei","Meira",NA,"Hvorki sammála né ósammála","Mjög ósammála","Mjög ósammála","Mjög ósammála","Hvorki miklar né litlar","Frekar litlar","Mjög miklar","Frekar miklar","Frekar miklar","Frekar miklar","Frekar miklar","Hvorki miklar né litlar","Hvorki miklar né litlar","Frekar sammála","Frekar ósammála","Frekar sammála","Hvorki sammála né ósammála","Frekar sammála","Hvorki sammála né ósammála","5","Karl","45-59 ára","56-65 ára","56-65 ára","Höfuðborgarsvæði","Reykjavík","Framhaldsskólamenntun","Verklegt nám á framhaldsskólastigi","Verklegt nám á framhaldsskólastigi","Í launuðu starfi","Í launuðu starfi","Skrifstofu-, sölu- og þjónustufólk","Þjónustu-, umönnunar-, sölu- og afgreiðslufólk","Í hjónabandi/staðfestri samvist","Engin börn á heimilinu","Hærri en 900 þús. kr.","901-1100 þús. kr.","Hærri en 1300 þús. kr.","1101-1500 þús. kr.",NA,0.902499567239017
"367","R_3DuvUmyJ2ZCraxx        ","Ekki miklar","Nei","3-10 manns","Enga","3-10 manns","Já, stundum eða sjaldan","Nei","Já, ég hef farið í sýnatöku hjá Landspítala eða heilsugæslu","Frekar miklu leyti eða minna","Frekar miklu leyti eða minna","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, líklega","Já, líklega","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Frekar vel","Hvorki vel né illa","Mjög illa","Frekar vel","Hvorki vel né illa","Já, 3 sinnum í viku eða oftar","Öðru hvoru","Góða","Nei","Sæmilega","Já","Svipað og vanalega","Já","Svipuð og vanalega","Frekar mikil","Nei","Um það bil jafn mikið",NA,"Frekar ósammála","Frekar ósammála","Mjög ósammála","Mjög ósammála","Frekar miklar","Frekar miklar","Frekar miklar","Mjög miklar","Frekar miklar","Mjög miklar","Mjög miklar","Frekar miklar","Frekar miklar","Hvorki sammála né ósammála","Mjög ósammála","Frekar sammála","Hvorki sammála né ósammála","Frekar sammála","Mjög ósammála","5","Karl","45-59 ára","56-65 ára","56-65 ára","Höfuðborgarsvæði","Nágrannasveitarfélög Reykjavíkur","Framhaldsskólamenntun","Verklegt nám á framhaldsskólastigi","Verklegt nám á framhaldsskólastigi","Í launuðu starfi","Í launuðu starfi","Stjórnendur og sérfræðingar","Stjórnendur, kjörnir fulltrúar og æðstu embættismenn","Í hjónabandi/staðfestri samvist","Engin börn á heimilinu",NA,NA,NA,NA,"Viðreisn",0.902499567239017
"368","R_3HjCnR4ut0lZrEw        ","Frekar eða mjög miklar","Já, hvað?","1-2 einstaklinga","Enga","1-2 einstaklinga","Nei, aldrei eða nær aldrei/Er ekki í starfi","Já, í sjálfskipaðri sóttkví","Nei, ég hef ekki farið í sýnatöku","Öllu eða nær öllu leyti","Öllu eða nær öllu leyti","Frekar miklu leyti","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, tvímælalaust","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Mjög illa","Já, 3 sinnum í viku eða oftar","Já, 3 sinnum í viku eða oftar","Sæmilega","Já","Sæmilega","Nei",NA,"Nei",NA,"Mjög mikil",NA,NA,NA,"Hvorki sammála né ósammála","Mjög ósammála","Mjög ósammála","Frekar sammála","Mjög miklar","Mjög miklar","Mjög litlar eða engar","Frekar litlar","Mjög miklar","Frekar miklar","Frekar miklar","Frekar miklar","Hvorki miklar né litlar","Frekar sammála","Frekar ósammála","Frekar sammála","Frekar sammála","Mjög sammála","Frekar sammála","8","Karl","60 ára og eldri","56-65 ára","56-65 ára","Höfuðborgarsvæði","Reykjavík","Framhaldsskólamenntun","Bóklegt nám á framhaldsskólastigi","Bóklegt nám á framhaldsskólastigi","Í launuðu starfi","Í launuðu starfi","Stjórnendur og sérfræðingar","Stjórnendur, kjörnir fulltrúar og æðstu embættismenn","Í hjónabandi/staðfestri samvist","Engin börn á heimilinu","Hærri en 900 þús. kr.","Hærri en 1100 þús. kr.","Hærri en 1300 þús. kr.","1101-1500 þús. kr.","Sjálfstæðisflokkinn",0.902499567239017
"369","R_3lSvAHQOny94Pfb        ","Ekki miklar","Nei","Enga","1-2 einstaklinga","1-2 einstaklinga","Já, stundum eða sjaldan","Nei","Nei, ég hef ekki farið í sýnatöku","Öllu eða nær öllu leyti","Mjög miklu leyti","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Hvorki né","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Frekar vel","Frekar vel","Mjög vel","Hvorki vel né illa","Hvorki vel né illa","Já, 3 sinnum í viku eða oftar","Öðru hvoru","Mjög góða","Já","Mjög góða","Nei",NA,"Já","Svipuð og vanalega","Frekar mikil","Nei","Um það bil jafn mikið",NA,"Hvorki sammála né ósammála","Mjög ósammála","Mjög ósammála","Frekar sammála","Hvorki miklar né litlar","Frekar miklar","Frekar litlar","Hvorki miklar né litlar","Hvorki miklar né litlar","Frekar litlar","Frekar litlar","Mjög litlar eða engar","Mjög litlar eða engar","Frekar sammála","Frekar sammála","Frekar sammála","Hvorki sammála né ósammála","Frekar sammála","Hvorki sammála né ósammála","7","Karl","45-59 ára","56-65 ára","56-65 ára","Höfuðborgarsvæði","Nágrannasveitarfélög Reykjavíkur","Framhaldsskólamenntun","Bóklegt nám á framhaldsskólastigi","Bóklegt nám á framhaldsskólastigi","Í launuðu starfi","Í launuðu starfi","Stjórnendur og sérfræðingar","Stjórnendur, kjörnir fulltrúar og æðstu embættismenn","Í hjónabandi/staðfestri samvist","Engin börn á heimilinu",NA,NA,NA,NA,"Viðreisn",0.902499567239017
"370","R_41rPUjVoUZVLM0V        ","Ekki miklar","Já, hvað?","1-2 einstaklinga","Enga","1-2 einstaklinga","Já, stundum eða sjaldan","Nei","Nei, ég hef ekki farið í sýnatöku","Öllu eða nær öllu leyti","Öllu eða nær öllu leyti","Frekar miklu leyti","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, líklega","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Frekar vel","Frekar vel","Frekar vel","Mjög vel","Frekar vel","Já, 3 sinnum í viku eða oftar","Já, 3 sinnum í viku eða oftar","Góða","Já","Góða","Nei",NA,"Já","Svipuð og vanalega","Frekar lítil","Já, vinnutími var skorinn niður án þess að hlutabótaleið komi á móti","Minna",NA,"Hvorki sammála né ósammála","Frekar ósammála","Frekar ósammála","Frekar ósammála","Frekar miklar","Hvorki miklar né litlar","Hvorki miklar né litlar","Mjög litlar eða engar","Frekar miklar","Frekar litlar","Frekar litlar","Hvorki miklar né litlar","Mjög litlar eða engar","Hvorki sammála né ósammála","Frekar ósammála","Frekar sammála","Frekar sammála","Hvorki sammála né ósammála","Frekar sammála","7","Karl","45-59 ára","56-65 ára","56-65 ára","Höfuðborgarsvæði","Reykjavík","Framhaldsskólamenntun","Verklegt nám á framhaldsskólastigi","Verklegt nám á framhaldsskólastigi","Í launuðu starfi","Í launuðu starfi","Iðnaðarmenn, tæknar og sérmenntað starfsfólk","Iðnaðarmenn og sérhæft iðnverkafólk","Í hjónabandi/staðfestri samvist","Engin börn á heimilinu","301-500 þús. kr.","301-500 þús. kr.","401-600 þús. kr.","401-600 þús. kr.","Sjálfstæðisflokkinn",0.902499567239017
"371","R_6Ya41Y7cZHQGGwV        ","Frekar eða mjög miklar","Já, hvað?","1-2 einstaklinga","Enga","1-2 einstaklinga","Nei, aldrei eða nær aldrei/Er ekki í starfi","Nei","Nei, ég hef ekki farið í sýnatöku","Mjög miklu leyti","Frekar miklu leyti eða minna","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, líklega","Já, líklega","Mjög ánægð(ur)","Mjög ánægð(ur)","Frekar vel","Frekar vel","Frekar vel","Frekar vel","Frekar vel","Frekar vel","Frekar vel","Frekar vel","Hvorki vel né illa","Já, 3 sinnum í viku eða oftar","Öðru hvoru","Góða","Já","Sæmilega","Nei",NA,"Já","Svipuð og vanalega","Hvorki mikil né lítil",NA,NA,NA,"Frekar ósammála","Mjög ósammála","Mjög ósammála","Mjög ósammála","Hvorki miklar né litlar","Mjög litlar eða engar","Hvorki miklar né litlar","Frekar litlar","Frekar litlar","Hvorki miklar né litlar","Frekar miklar","Hvorki miklar né litlar","Hvorki miklar né litlar","Hvorki sammála né ósammála","Mjög ósammála","Frekar ósammála","Frekar ósammála","Frekar sammála","Frekar ósammála","6","Karl","60 ára og eldri","56-65 ára","56-65 ára","Höfuðborgarsvæði","Reykjavík","Framhaldsskólamenntun","Verklegt nám á framhaldsskólastigi","Verklegt nám á framhaldsskólastigi","Önnur staða á vinnumarkaði","Atvinnuleitandi",NA,NA,"Í hjónabandi/staðfestri samvist","Engin börn á heimilinu","300 þús. kr. eða lægri","300 þús. kr. eða lægri","601-900 þús. kr.","601-900 þús. kr.","Viðreisn",0.902499567239017
"372","R_9Gn68jYw1FfgpPz        ","Frekar eða mjög miklar","Nei","Enga","1-2 einstaklinga","1-2 einstaklinga","Já, nokkuð oft/nær allan tímann","Nei","Nei, ég hef ekki farið í sýnatöku","Mjög miklu leyti","Mjög miklu leyti","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, líklega","Frekar ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Mjög vel","Frekar vel","Frekar vel","Frekar vel","Hvorki vel né illa","Já, 3 sinnum í viku eða oftar","Já, 3 sinnum í viku eða oftar","Góða","Já","Góða","Nei",NA,"Já","Svipuð og vanalega","Frekar mikil","Nei","Um það bil jafn mikið","Hvorki mikil né lítil","Frekar sammála","Frekar ósammála","Frekar ósammála","Frekar ósammála","Hvorki miklar né litlar","Hvorki miklar né litlar","Frekar miklar","Frekar miklar","Frekar miklar","Frekar miklar","Frekar miklar","Hvorki miklar né litlar","Frekar litlar","Frekar sammála","Frekar sammála","Frekar sammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","3","Karl","60 ára og eldri","56-65 ára","56-65 ára","Höfuðborgarsvæði","Reykjavík","Framhaldsskólamenntun","Verklegt nám á framhaldsskólastigi","Verklegt nám á framhaldsskólastigi","Í launuðu starfi","Í launuðu starfi","Iðnaðarmenn, tæknar og sérmenntað starfsfólk","Iðnaðarmenn og sérhæft iðnverkafólk","Í hjónabandi/staðfestri samvist",NA,NA,NA,NA,NA,"Vinstrihreyfinguna - grænt framboð",0.902499567239017
"373","R_D2Ucy3MsSoWbcLn        ","Frekar eða mjög miklar","Nei","3-10 manns","3-10 manns","3-10 manns","Já, nokkuð oft/nær allan tímann","Nei","Nei, ég hef ekki farið í sýnatöku","Mjög miklu leyti","Mjög miklu leyti","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, tvímælalaust","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Hvorki vel né illa","Hvorki vel né illa","Frekar vel","Frekar vel","Frekar vel","Já, 3 sinnum í viku eða oftar","Já, 3 sinnum í viku eða oftar","Góða","Nei","Góða","Já","Svipað og vanalega","Já","Svipuð og vanalega","Hvorki mikil né lítil","Nei","Meira",NA,"Hvorki sammála né ósammála","Frekar ósammála","Frekar ósammála","Frekar sammála","Hvorki miklar né litlar","Mjög litlar eða engar","Mjög litlar eða engar","Hvorki miklar né litlar","Hvorki miklar né litlar","Frekar miklar","Frekar miklar","Frekar litlar","Frekar litlar","Frekar sammála","Hvorki sammála né ósammála","Frekar sammála","Frekar sammála","Frekar sammála","Hvorki sammála né ósammála","5","Karl","60 ára og eldri","56-65 ára","56-65 ára","Höfuðborgarsvæði","Reykjavík","Framhaldsskólamenntun","Verklegt nám á framhaldsskólastigi","Verklegt nám á framhaldsskólastigi","Sjálfstætt starfandi/atvinnurekandi","Atvinnurekandi","Skrifstofu-, sölu- og þjónustufólk","Þjónustu-, umönnunar-, sölu- og afgreiðslufólk","Í hjónabandi/staðfestri samvist","Engin börn á heimilinu","Hærri en 900 þús. kr.","901-1100 þús. kr.","Hærri en 1300 þús. kr.","1101-1500 þús. kr.","Samfylkinguna",0.902499567239017
"374","R_ezI1z42RJatj8aJ        ","Frekar eða mjög miklar","Nei","Enga","Enga","Enga","Já, nokkuð oft/nær allan tímann","Nei","Já, ég hef farið í sýnatöku hjá Íslenskri erfðagreiningu","Mjög miklu leyti","Frekar miklu leyti eða minna","Frekar miklu leyti","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, tvímælalaust","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Öðru hvoru","Já, 1-2 sinnum í viku","Góða","Já","Góða","Nei",NA,"Já","Svipuð og vanalega","Frekar mikil","Nei","Meira",NA,NA,NA,NA,NA,"Mjög litlar eða engar","Mjög litlar eða engar","Frekar litlar","Frekar miklar","Frekar litlar","Hvorki miklar né litlar","Hvorki miklar né litlar","Frekar litlar","Hvorki miklar né litlar","Frekar sammála","Frekar sammála","Frekar sammála","Mjög sammála","Frekar sammála","Hvorki sammála né ósammála","5","Karl","60 ára og eldri","56-65 ára","56-65 ára","Höfuðborgarsvæði","Reykjavík","Framhaldsskólamenntun","Bóklegt nám á framhaldsskólastigi","Bóklegt nám á framhaldsskólastigi","Í launuðu starfi","Í launuðu starfi","Iðnaðarmenn, tæknar og sérmenntað starfsfólk","Tæknar og sérmenntað starfsfólk","Í hjónabandi/staðfestri samvist","Engin börn á heimilinu","501-700 þús. kr.","501-700 þús. kr.","601-900 þús. kr.","601-900 þús. kr.",NA,0.902499567239017
"375","R_PZjVpTimKUJm1QR        ","Ekki miklar","Já, hvað?","Enga","3-10 manns","3-10 manns","Já, nokkuð oft/nær allan tímann","Nei","Nei, ég hef ekki farið í sýnatöku","Mjög miklu leyti","Mjög miklu leyti","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, líklega","Já, líklega","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Frekar vel","Frekar vel","Mjög vel","Frekar vel","Hvorki vel né illa","Öðru hvoru","Öðru hvoru","Mjög góða","Nei","Mjög góða","Nei",NA,"Já","Svipuð og vanalega","Frekar mikil","Nei","Minna","Mjög lítil eða engin","Mjög sammála",NA,"Mjög ósammála","Frekar sammála","Frekar miklar","Mjög litlar eða engar","Mjög litlar eða engar","Mjög litlar eða engar","Frekar miklar","Mjög litlar eða engar","Mjög litlar eða engar","Mjög litlar eða engar","Mjög litlar eða engar","Mjög sammála","Mjög sammála","Mjög sammála","Hvorki sammála né ósammála","Mjög sammála","Mjög sammála","7","Karl","45-59 ára","56-65 ára","56-65 ára","Höfuðborgarsvæði","Nágrannasveitarfélög Reykjavíkur","Framhaldsskólamenntun","Bóklegt nám á framhaldsskólastigi","Bóklegt nám á framhaldsskólastigi","Í launuðu starfi","Í launuðu starfi",NA,NA,"Í hjónabandi/staðfestri samvist","Engin börn á heimilinu","701-900 þús. kr.","701-900 þús. kr.","901-1300 þús. kr.","901-1100 þús. kr.","Sjálfstæðisflokkinn",0.902499567239017
"376","R_qXicIlT7O4cTmU1        ","Frekar eða mjög miklar","Nei","3-10 manns","3-10 manns","Fleiri en 10 manns","Já, nokkuð oft/nær allan tímann","Nei","Já, ég hef farið í sýnatöku hjá Íslenskri erfðagreiningu","Öllu eða nær öllu leyti","Öllu eða nær öllu leyti","Öllu eða mjög miklu leyti","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, tvímælalaust","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Frekar illa","Mjög vel","Mjög illa","Öðru hvoru","Já, 3 sinnum í viku eða oftar","Góða","Já","Góða","Nei",NA,"Já","Svipuð og vanalega","Hvorki mikil né lítil","Nei","Meira",NA,"Frekar sammála",NA,"Mjög ósammála","Mjög sammála","Frekar miklar","Hvorki miklar né litlar","Hvorki miklar né litlar","Frekar miklar","Mjög miklar","Mjög miklar","Mjög miklar","Mjög miklar","Mjög miklar","Frekar sammála","Frekar sammála","Frekar sammála","Frekar sammála","Mjög sammála","Frekar sammála","5","Karl","60 ára og eldri","56-65 ára","56-65 ára","Höfuðborgarsvæði","Reykjavík","Framhaldsskólamenntun","Verklegt nám á framhaldsskólastigi","Verklegt nám á framhaldsskólastigi","Í launuðu starfi","Í launuðu starfi","Skrifstofu-, sölu- og þjónustufólk","Þjónustu-, umönnunar-, sölu- og afgreiðslufólk","Í hjónabandi/staðfestri samvist","Börn á heimilinu","701-900 þús. kr.","701-900 þús. kr.","Hærri en 1300 þús. kr.","1101-1500 þús. kr.","Framsóknarflokkinn",0.902499567239017
"377","R_tDNRCdJsnUqszPb        ","Ekki miklar","Já, hvað?","Enga","Enga","Enga","Nei, aldrei eða nær aldrei/Er ekki í starfi","Nei","Nei, ég hef ekki farið í sýnatöku","Mjög miklu leyti","Frekar miklu leyti eða minna","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, líklega","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Frekar vel","Mjög vel","Frekar illa","Já, 1-2 sinnum í viku","Já, 3 sinnum í viku eða oftar","Sæmilega","Já","Lélega","Já","Meira en vanalega","Já","Mun minni en vanalega","Frekar mikil",NA,NA,NA,"Hvorki sammála né ósammála","Frekar ósammála","Mjög ósammála","Frekar sammála","Hvorki miklar né litlar","Mjög litlar eða engar","Hvorki miklar né litlar","Mjög miklar","Frekar litlar","Frekar litlar","Frekar litlar","Frekar litlar","Mjög litlar eða engar","Frekar sammála","Mjög ósammála","Frekar ósammála","Frekar sammála","Frekar sammála","Frekar sammála","3","Karl","45-59 ára","56-65 ára","56-65 ára","Höfuðborgarsvæði","Reykjavík","Framhaldsskólamenntun","Bóklegt nám á framhaldsskólastigi","Bóklegt nám á framhaldsskólastigi","Önnur staða á vinnumarkaði","Öryrki",NA,NA,"Í hjónabandi/staðfestri samvist","Engin börn á heimilinu","301-500 þús. kr.","301-500 þús. kr.","401-600 þús. kr.","401-600 þús. kr.","Vinstrihreyfinguna - grænt framboð",0.902499567239017
"378","R_XzUttAV8teL5Rm1        ","Ekki miklar","Já, hvað?","3-10 manns","Enga","3-10 manns","Já, stundum eða sjaldan","Nei","Nei, ég hef ekki farið í sýnatöku","Öllu eða nær öllu leyti","Öllu eða nær öllu leyti","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, líklega","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Mjög vel","Frekar vel","Hvorki vel né illa","Öðru hvoru","Já, 3 sinnum í viku eða oftar","Mjög góða","Nei","Mjög góða","Nei",NA,"Já","Svipuð og vanalega","Frekar mikil","Já, vinnutími minn var skorinn niður í gegnum hlutabótaleið","Miklu minna",NA,"Frekar ósammála","Mjög ósammála","Mjög ósammála","Hvorki sammála né ósammála","Frekar miklar","Frekar miklar","Frekar miklar","Hvorki miklar né litlar","Frekar miklar","Mjög miklar","Mjög miklar","Hvorki miklar né litlar","Hvorki miklar né litlar","Frekar sammála","Frekar sammála","Frekar sammála","Frekar sammála","Frekar sammála","Hvorki sammála né ósammála","8","Karl","60 ára og eldri","56-65 ára","56-65 ára","Höfuðborgarsvæði","Nágrannasveitarfélög Reykjavíkur","Framhaldsskólamenntun","Bóklegt nám á framhaldsskólastigi","Bóklegt nám á framhaldsskólastigi","Í launuðu starfi","Í launuðu starfi","Iðnaðarmenn, tæknar og sérmenntað starfsfólk","Tæknar og sérmenntað starfsfólk","Í hjónabandi/staðfestri samvist","Engin börn á heimilinu","Hærri en 900 þús. kr.","901-1100 þús. kr.","Hærri en 1300 þús. kr.","Hærri en 1,5 milljón kr.","Sjálfstæðisflokkinn",0.902499567239017
