"","gender","age","elecdist","polintr","pltrust","govprfmBB","prtfvote16"
"1544","Karl",41,2,"Lítinn áhuga","Sumum","Frekar illa","Sjálfstæðisflokkurinn"
"1545","Karl",76,4,"Mjög mikinn áhuga",NA,"Mjög illa","Flokkur fólksins"
"1546","Kona",62,1,"Nokkurn áhuga","Sumum","Frekar vel","Vinstrihreyfingin grænt framboð"
"1547","Kona",33,4,"Nokkurn áhuga",NA,"Mjög illa","Viðreisn"
"1548","Karl",73,5,"Lítinn áhuga","Fáum","Frekar vel","Sjálfstæðisflokkurinn"
"1549","Kona",54,7,"Nokkurn áhuga","Sumum",NA,"Kaus ekki"
"1550","Kona",44,5,"Nokkurn áhuga",NA,"Mjög vel","Sjálfstæðisflokkurinn"
"1551","Kona",27,6,"Engan áhuga",NA,"Frekar vel","Kaus ekki"
"1552","Kona",84,4,"Nokkurn áhuga",NA,"Frekar vel",NA
"1553","Kona",36,1,"Mjög mikinn áhuga",NA,"Mjög illa","Vinstrihreyfingin grænt framboð"
"1554","Karl",24,7,"Lítinn áhuga","Sumum","Frekar illa","Sjálfstæðisflokkurinn"
"1555","Kona",43,7,"Nokkurn áhuga",NA,"Frekar vel",NA
"1556","Kona",20,6,"Nokkurn áhuga",NA,NA,"Flokkur fólksins"
"1557","Kona",69,7,"Nokkurn áhuga",NA,"Frekar vel","Flokkur fólksins"
"1558","Karl",73,5,"Mjög mikinn áhuga","Sumum","Mjög illa","Vinstrihreyfingin grænt framboð"
"1559","Kona",29,5,"Nokkurn áhuga","Sumum","Frekar vel","Píratar"
"1560","Kona",19,6,"Nokkurn áhuga",NA,"Frekar vel","Píratar"
"1561","Karl",29,6,"Mikinn áhuga",NA,NA,NA
"1562","Kona",83,7,"Nokkurn áhuga","Sumum","Frekar illa",NA
"1563","Kona",47,5,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1564","Kona",39,7,"Lítinn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1565","Kona",65,5,"Mjög mikinn áhuga",NA,"Frekar illa","Píratar"
"1566","Karl",53,6,"Mjög mikinn áhuga",NA,"Frekar illa","Flokkur fólksins"
"1567","Kona",45,6,"Nokkurn áhuga",NA,"Mjög illa","Viðreisn"
"1568","Kona",63,6,"Nokkurn áhuga",NA,"Frekar vel",NA
"1569","Karl",23,1,"Nokkurn áhuga"," Mörgum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1570","Kona",38,6,"Mikinn áhuga",NA,"Frekar vel","Vinstrihreyfingin grænt framboð"
"1571","Karl",51,1,"Mikinn áhuga","Sumum","Frekar illa",NA
"1572","Kona",34,6,"Nokkurn áhuga","Fáum",NA,"Vinstrihreyfingin grænt framboð"
"1573","Kona",35,7,"Mikinn áhuga",NA,"Frekar illa","Björt framtíð"
"1574","Kona",56,4,"Lítinn áhuga",NA,"Mjög illa",NA
"1575","Kona",28,1,"Nokkurn áhuga","Sumum","Frekar vel","Vinstrihreyfingin grænt framboð"
"1576","Kona",28,1,"Nokkurn áhuga",NA,"Frekar illa",NA
"1577","Karl",39,6,"Nokkurn áhuga",NA,"Mjög illa",NA
"1578","Kona",58,1,"Lítinn áhuga",NA,NA,NA
"1579","Kona",59,5,"Nokkurn áhuga","Sumum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1580","Karl",39,1,"Nokkurn áhuga",NA,"Frekar vel","Viðreisn"
"1581","Kona",25,7,"Mikinn áhuga",NA,"Frekar vel","Vinstrihreyfingin grænt framboð"
"1582","Kona",29,7,"Lítinn áhuga","Fáum","Frekar vel","Vinstrihreyfingin grænt framboð"
"1583","Kona",44,6,"Mikinn áhuga","Sumum","Frekar illa","Píratar"
"1584","Kona",77,6,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1585","Kona",56,4,"Mikinn áhuga","Sumum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1586","Kona",23,6,"Nokkurn áhuga","Sumum",NA,"Vinstrihreyfingin grænt framboð"
"1587","Kona",55,7,"Nokkurn áhuga","Sumum","Frekar vel",NA
"1588","Kona",37,5,"Nokkurn áhuga","Sumum","Frekar vel","Viðreisn"
"1589","Karl",45,6,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1590","Karl",63,7,"Mikinn áhuga",NA,"Frekar illa","Samfylkingin"
"1591","Karl",58,5,"Mjög mikinn áhuga",NA,"Mjög illa","Kaus ekki"
"1592","Kona",27,7,"Nokkurn áhuga",NA,"Mjög illa","Samfylkingin"
"1593","Karl",64,1,"Nokkurn áhuga"," Mörgum","Frekar vel","Sjálfstæðisflokkurinn"
"1594","Karl",25,7,"Nokkurn áhuga","Sumum","Frekar illa","Viðreisn"
"1595","Kona",59,7,"Mikinn áhuga",NA,"Frekar vel",NA
"1596","Kona",26,5,"Nokkurn áhuga","Yfirleitt","Frekar vel","Sjálfstæðisflokkurinn"
"1597","Kona",22,2,"Nokkurn áhuga","Sumum",NA,"Vinstrihreyfingin grænt framboð"
"1598","Kona",48,5,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1599","Kona",59,6,"Nokkurn áhuga","Fáum","Frekar illa","Björt framtíð"
"1600","Kona",61,4,"Nokkurn áhuga",NA,"Frekar illa",NA
"1601","Karl",50,4,"Engan áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1602","Karl",47,1,"Nokkurn áhuga",NA,"Frekar vel","Björt framtíð"
"1603","Karl",84,7,"Nokkurn áhuga","Sumum","Frekar illa","Samfylkingin"
"1604","Kona",45,7,"Mjög mikinn áhuga",NA,"Frekar illa","Björt framtíð"
"1605","Karl",42,5,"Lítinn áhuga",NA,"Mjög illa","Kaus ekki"
"1606","Karl",21,6,"Mikinn áhuga"," Mörgum","Frekar illa","Björt framtíð"
"1607","Kona",51,7,"Lítinn áhuga","Fáum","Frekar illa","Samfylkingin"
"1608","Karl",74,7,"Mjög mikinn áhuga","Fáum","Frekar vel","Vinstrihreyfingin grænt framboð"
"1609","Karl",70,7,"Mikinn áhuga","Fáum","Frekar vel","Framsóknarflokkurinn"
"1610","Kona",65,7,"Lítinn áhuga",NA,"Mjög illa","Sjálfstæðisflokkurinn"
"1611","Karl",71,5,"Mjög mikinn áhuga","Yfirleitt","Frekar vel","Viðreisn"
"1612","Kona",55,7,"Nokkurn áhuga","Sumum","Frekar illa","Sjálfstæðisflokkurinn"
"1613","Kona",27,6,"Lítinn áhuga",NA,"Frekar illa","Viðreisn"
"1614","Karl",58,1,"Nokkurn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"1615","Kona",27,7,"Mjög mikinn áhuga","Sumum","Mjög vel","Sjálfstæðisflokkurinn"
"1616","Kona",71,7,"Mikinn áhuga",NA,"Frekar vel","Björt framtíð"
"1617","Karl",56,5,"Nokkurn áhuga",NA,"Frekar vel","Viðreisn"
"1618","Kona",49,5,"Lítinn áhuga","Fáum","Frekar illa","Framsóknarflokkurinn"
"1619","Kona",77,5,"Mikinn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"1620","Karl",33,5,"Nokkurn áhuga"," Mörgum","Frekar vel","Vinstrihreyfingin grænt framboð"
"1621","Kona",45,7,"Mjög mikinn áhuga"," Mörgum","Frekar illa","Samfylkingin"
"1622","Karl",35,5,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1623","Kona",68,7,"Nokkurn áhuga","Sumum","Frekar vel",NA
"1624","Kona",62,2,"Lítinn áhuga",NA,"Frekar illa",NA
"1625","Karl",65,5,"Lítinn áhuga","Sumum","Frekar illa","Framsóknarflokkurinn"
"1626","Kona",56,7,"Nokkurn áhuga","Yfirleitt","Frekar illa",NA
"1627","Kona",84,4,"Lítinn áhuga",NA,"Frekar illa","Framsóknarflokkurinn"
"1628","Kona",33,7,"Lítinn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"1629","Kona",56,5,"Mjög mikinn áhuga","Sumum","Mjög illa",NA
"1630","Karl",78,2,"Nokkurn áhuga",NA,"Mjög illa",NA
"1631","Karl",43,5,"Mikinn áhuga","Sumum","Frekar vel","Kaus ekki"
"1632","Kona",65,4,"Mikinn áhuga","Sumum","Mjög illa","Píratar"
"1633","Karl",70,5,"Nokkurn áhuga",NA,"Mjög illa","Björt framtíð"
"1634","Karl",19,5,"Nokkurn áhuga"," Mörgum","Frekar illa",NA
"1635","Kona",59,7,"Mikinn áhuga",NA,"Frekar vel","Vinstrihreyfingin grænt framboð"
"1636","Kona",46,2,"Lítinn áhuga","Fáum","Frekar illa","Kaus ekki"
"1637","Kona",43,2,"Lítinn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1638","Karl",18,7,"Mikinn áhuga"," Mörgum","Frekar vel",NA
"1639","Kona",79,5,"Lítinn áhuga",NA,"Frekar vel",NA
"1640","Kona",48,4,"Nokkurn áhuga","Yfirleitt","Frekar illa","Sjálfstæðisflokkurinn"
"1641","Kona",32,4,"Lítinn áhuga","Fáum","Frekar vel",NA
"1642","Kona",57,6,"Nokkurn áhuga",NA,"Frekar illa","Framsóknarflokkurinn"
"1643","Karl",29,5,"Nokkurn áhuga",NA,"Frekar vel",NA
"1644","Karl",29,1,"Nokkurn áhuga","Sumum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1645","Kona",25,4,"Mikinn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"1646","Kona",26,6,"Lítinn áhuga",NA,"Frekar vel","Viðreisn"
"1647","Kona",48,4,"Nokkurn áhuga","Sumum","Frekar illa","Björt framtíð"
"1648","Karl",72,6,"Mikinn áhuga","Yfirleitt",NA,NA
"1649","Kona",66,6,"Lítinn áhuga",NA,"Frekar illa","Sjálfstæðisflokkurinn"
"1650","Kona",29,5,"Lítinn áhuga","Sumum","Frekar illa","Viðreisn"
"1651","Kona",52,4,"Lítinn áhuga",NA,"Frekar illa",NA
"1652","Karl",55,2,"Mikinn áhuga"," Mörgum","Frekar illa","Samfylkingin"
"1653","Kona",42,5,"Nokkurn áhuga","Sumum","Frekar vel","Björt framtíð"
"1654","Karl",25,1,"Nokkurn áhuga","Sumum","Frekar vel","Sjálfstæðisflokkurinn"
"1655","Karl",18,5,"Lítinn áhuga","Sumum","Frekar vel",NA
"1656","Kona",49,6,"Nokkurn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"1657","Kona",85,1,"Lítinn áhuga",NA,"Frekar vel",NA
"1658","Kona",65,2,"Engan áhuga",NA,"Mjög illa",NA
"1659","Kona",41,5,"Lítinn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"1660","Kona",49,4,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1661","Karl",77,4,"Mikinn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1662","Karl",57,7,"Nokkurn áhuga",NA,"Frekar vel",NA
"1663","Kona",75,4,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1664","Kona",73,2,"Mikinn áhuga","Fáum","Frekar illa",NA
"1665","Kona",66,2,"Mikinn áhuga",NA,"Mjög illa","Píratar"
"1666","Karl",76,6,"Mikinn áhuga","Fáum","Frekar illa","Framsóknarflokkurinn"
"1667","Kona",69,6,"Nokkurn áhuga","Yfirleitt","Mjög vel","Sjálfstæðisflokkurinn"
"1668","Kona",27,6,"Mikinn áhuga","Engum","Frekar vel","Kaus ekki"
"1669","Kona",43,4,"Nokkurn áhuga","Sumum","Mjög vel","Sjálfstæðisflokkurinn"
"1670","Karl",41,7,"Nokkurn áhuga","Yfirleitt","Frekar illa","Björt framtíð"
"1671","Kona",38,2,"Lítinn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"1672","Karl",57,7,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1673","Kona",50,1,"Nokkurn áhuga"," Mörgum","Frekar illa","Samfylkingin"
"1674","Karl",41,1,"Lítinn áhuga",NA,"Frekar vel","Píratar"
"1675","Kona",27,4,"Nokkurn áhuga"," Mörgum","Frekar illa","Framsóknarflokkurinn"
"1676","Karl",51,4,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1677","Karl",62,4,"Nokkurn áhuga",NA,"Frekar illa",NA
"1678","Kona",24,4,"Nokkurn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"1679","Karl",48,2,"Lítinn áhuga","Engum","Frekar illa","Sjálfstæðisflokkurinn"
"1680","Kona",34,6,"Lítinn áhuga",NA,"Frekar vel","Framsóknarflokkurinn"
"1681","Karl",66,6,"Mikinn áhuga",NA,"Frekar vel","Viðreisn"
"1682","Kona",41,6,"Nokkurn áhuga",NA,"Frekar vel","Viðreisn"
"1683","Kona",36,5,"Engan áhuga",NA,"Frekar vel","Viðreisn"
"1684","Kona",27,5,"Nokkurn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"1685","Kona",36,7,"Nokkurn áhuga","Sumum","Mjög illa","Vinstrihreyfingin grænt framboð"
"1686","Kona",24,4,"Nokkurn áhuga",NA,"Mjög illa","Björt framtíð"
"1687","Karl",24,7,"Lítinn áhuga",NA,NA,"Píratar"
"1688","Kona",20,5,"Nokkurn áhuga",NA,NA,"Píratar"
"1689","Kona",69,6,"Nokkurn áhuga",NA,"Frekar vel","Vinstrihreyfingin grænt framboð"
"1690","Kona",52,5,"Mikinn áhuga","Sumum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1691","Kona",27,7,"Nokkurn áhuga",NA,"Frekar illa","Samfylkingin"
"1692","Kona",62,1,"Mikinn áhuga",NA,"Mjög illa","Vinstrihreyfingin grænt framboð"
"1693","Kona",46,5,"Mikinn áhuga",NA,"Mjög vel",NA
"1694","Kona",52,4,"Mikinn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1695","Kona",35,5,"Nokkurn áhuga",NA,"Frekar illa","Viðreisn"
"1696","Karl",69,5,"Mikinn áhuga"," Mörgum","Frekar illa","Samfylkingin"
"1697","Kona",62,2,"Nokkurn áhuga","Sumum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1698","Kona",65,4,"Mikinn áhuga","Fáum","Mjög illa","Kaus ekki"
"1699","Karl",73,7,"Mikinn áhuga"," Mörgum","Frekar vel","Sjálfstæðisflokkurinn"
"1700","Kona",25,5,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1701","Kona",61,2,"Nokkurn áhuga",NA,"Frekar illa","Samfylkingin"
"1702","Karl",92,1,"Nokkurn áhuga","Sumum","Frekar illa","Kaus ekki"
"1703","Karl",66,4,"Lítinn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1704","Kona",66,4,"Nokkurn áhuga","Sumum","Mjög illa","Framsóknarflokkurinn"
"1705","Karl",61,5,"Nokkurn áhuga",NA,"Frekar illa","Framsóknarflokkurinn"
"1706","Karl",75,4,"Nokkurn áhuga","Sumum","Frekar vel",NA
"1707","Kona",59,6,"Nokkurn áhuga",NA,"Frekar vel","Björt framtíð"
"1708","Kona",42,1,"Nokkurn áhuga","Sumum","Frekar illa",NA
"1709","Kona",58,1,"Nokkurn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"1710","Karl",44,5,"Nokkurn áhuga",NA,"Frekar vel","Framsóknarflokkurinn"
"1711","Kona",34,7,"Lítinn áhuga","Sumum","Frekar vel","Björt framtíð"
"1712","Karl",74,7,"Nokkurn áhuga",NA,"Frekar vel",NA
"1713","Kona",70,1,"Nokkurn áhuga",NA,"Frekar illa","Samfylkingin"
"1714","Kona",77,6,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1715","Karl",59,5,"Nokkurn áhuga","Sumum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1716","Kona",59,5,"Lítinn áhuga"," Mörgum","Frekar illa",NA
"1717","Kona",77,4,"Mikinn áhuga",NA,"Frekar illa","Framsóknarflokkurinn"
"1718","Kona",52,1,"Nokkurn áhuga","Yfirleitt","Frekar vel","Sjálfstæðisflokkurinn"
"1719","Kona",70,7,"Lítinn áhuga","Fáum","Frekar vel","Sjálfstæðisflokkurinn"
"1720","Kona",51,2,"Nokkurn áhuga",NA,"Frekar illa",NA
"1721","Kona",29,4,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1722","Karl",51,7,"Mikinn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"1723","Kona",49,1,"Lítinn áhuga",NA,"Frekar illa",NA
"1724","Karl",75,2,"Nokkurn áhuga","Sumum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1725","Kona",34,1,"Nokkurn áhuga"," Mörgum","Frekar vel","Sjálfstæðisflokkurinn"
"1726","Karl",37,4,"Nokkurn áhuga","Fáum","Frekar vel","Sjálfstæðisflokkurinn"
"1727","Kona",31,5,"Nokkurn áhuga","Sumum","Mjög vel","Sjálfstæðisflokkurinn"
"1728","Karl",75,6,"Mjög mikinn áhuga",NA,NA,"Samfylkingin"
"1729","Kona",27,2,"Lítinn áhuga","Sumum","Frekar vel","Framsóknarflokkurinn"
"1730","Kona",50,4,"Nokkurn áhuga",NA,"Mjög illa",NA
"1731","Karl",26,5,"Nokkurn áhuga",NA,"Frekar illa","Kaus ekki"
"1732","Kona",48,5,"Mikinn áhuga","Sumum","Frekar vel","Sjálfstæðisflokkurinn"
"1733","Kona",27,7,"Mikinn áhuga","Sumum","Frekar vel","Viðreisn"
"1734","Kona",20,4,"Nokkurn áhuga","Sumum","Frekar vel","Sjálfstæðisflokkurinn"
"1735","Kona",27,6,"Mikinn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"1736","Kona",33,4,"Lítinn áhuga",NA,"Frekar illa","Flokkur fólksins"
"1737","Kona",72,2,"Nokkurn áhuga"," Mörgum","Frekar vel","Framsóknarflokkurinn"
"1738","Karl",24,4,"Nokkurn áhuga","Fáum","Frekar illa","Píratar"
"1739","Karl",46,2,"Mikinn áhuga","Sumum","Mjög illa","Framsóknarflokkurinn"
"1740","Kona",59,4,"Mikinn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1741","Karl",45,6,"Nokkurn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"1742","Karl",44,5,"Nokkurn áhuga","Fáum","Frekar vel","Sjálfstæðisflokkurinn"
"1743","Kona",61,7,"Nokkurn áhuga",NA,"Frekar vel","Viðreisn"
"1744","Kona",45,2,"Nokkurn áhuga","Sumum","Frekar vel","Framsóknarflokkurinn"
"1745","Kona",60,5,"Mikinn áhuga"," Mörgum","Frekar vel","Framsóknarflokkurinn"
"1746","Kona",54,1,"Mjög mikinn áhuga"," Mörgum","Frekar illa","Framsóknarflokkurinn"
"1747","Karl",39,7,"Lítinn áhuga",NA,"Frekar vel","Björt framtíð"
"1748","Kona",45,2,"Nokkurn áhuga",NA,"Frekar illa",NA
"1749","Karl",29,6,"Nokkurn áhuga",NA,"Frekar vel","Viðreisn"
"1750","Kona",82,5,"Nokkurn áhuga","Sumum","Frekar vel",NA
"1751","Karl",62,7,"Lítinn áhuga",NA,"Mjög illa","Samfylkingin"
"1752","Kona",36,4,"Nokkurn áhuga","Fáum","Mjög illa",NA
"1753","Kona",58,7,"Lítinn áhuga",NA,"Frekar illa",NA
"1754","Kona",34,1,"Nokkurn áhuga"," Mörgum","Frekar vel","Sjálfstæðisflokkurinn"
"1755","Karl",66,4,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1756","Karl",64,5,"Mikinn áhuga"," Mörgum","Frekar illa","Framsóknarflokkurinn"
"1757","Karl",42,6,"Lítinn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1758","Karl",38,1,"Nokkurn áhuga","Sumum","Frekar vel","Viðreisn"
"1759","Karl",71,4,"Nokkurn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"1760","Karl",18,4,"Nokkurn áhuga","Engum",NA,NA
"1761","Karl",48,5,"Lítinn áhuga","Sumum",NA,NA
"1762","Karl",33,6,"Lítinn áhuga","Engum","Mjög illa","Kaus ekki"
"1763","Kona",63,5,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1764","Kona",27,6,"Nokkurn áhuga","Sumum","Frekar vel","Sjálfstæðisflokkurinn"
"1765","Karl",39,7,"Mikinn áhuga",NA,"Mjög vel","Viðreisn"
"1766","Kona",60,7,"Nokkurn áhuga",NA,"Frekar illa","Viðreisn"
"1767","Karl",79,5,"Nokkurn áhuga",NA,"Frekar vel","Framsóknarflokkurinn"
"1768","Kona",35,7,"Nokkurn áhuga",NA,"Frekar vel","Vinstrihreyfingin grænt framboð"
"1769","Karl",55,4,"Engan áhuga",NA,"Frekar vel",NA
"1770","Karl",52,7,"Mikinn áhuga",NA,"Mjög illa","Framsóknarflokkurinn"
"1771","Kona",53,1,"Mjög mikinn áhuga","Yfirleitt","Frekar vel","Sjálfstæðisflokkurinn"
"1772","Karl",35,5,"Nokkurn áhuga"," Mörgum","Frekar illa","Björt framtíð"
"1773","Karl",44,7,"Mikinn áhuga"," Mörgum","Frekar illa","Sjálfstæðisflokkurinn"
"1774","Karl",73,5,"Mikinn áhuga","Sumum","Frekar vel","Sjálfstæðisflokkurinn"
"1775","Karl",61,5,"Mjög mikinn áhuga",NA,"Frekar illa","Sjálfstæðisflokkurinn"
"1776","Kona",66,6,"Mikinn áhuga","Fáum",NA,"Sjálfstæðisflokkurinn"
"1777","Kona",50,5,"Nokkurn áhuga",NA,"Frekar illa","Sjálfstæðisflokkurinn"
"1778","Karl",64,6,"Nokkurn áhuga","Sumum","Frekar vel","Sjálfstæðisflokkurinn"
"1779","Karl",41,5,"Nokkurn áhuga",NA,"Frekar illa","Sjálfstæðisflokkurinn"
"1780","Karl",24,5,"Nokkurn áhuga",NA,"Frekar vel","Flokkur fólksins"
"1781","Karl",47,7,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1782","Karl",37,4,"Mikinn áhuga",NA,"Frekar vel","Framsóknarflokkurinn"
"1783","Karl",38,7,"Lítinn áhuga",NA,"Frekar vel","Vinstrihreyfingin grænt framboð"
"1784","Karl",35,7,"Nokkurn áhuga",NA,"Frekar illa","Björt framtíð"
"1785","Kona",87,6,"Nokkurn áhuga",NA,"Frekar illa","Sjálfstæðisflokkurinn"
"1786","Karl",45,2,"Nokkurn áhuga",NA,"Frekar vel",NA
"1787","Kona",46,5,"Mikinn áhuga",NA,"Frekar vel",NA
"1788","Karl",76,1,"Mikinn áhuga"," Mörgum","Frekar illa","Framsóknarflokkurinn"
"1789","Karl",53,1,"Nokkurn áhuga","Sumum","Frekar vel","Sjálfstæðisflokkurinn"
"1790","Kona",70,1,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1791","Karl",64,6,"Nokkurn áhuga",NA,"Frekar illa","Framsóknarflokkurinn"
"1792","Karl",52,4,"Mikinn áhuga","Sumum","Mjög illa","Vinstrihreyfingin grænt framboð"
"1793","Karl",70,2,"Lítinn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1794","Karl",43,4,"Nokkurn áhuga",NA,"Frekar illa","Sjálfstæðisflokkurinn"
"1795","Karl",70,1,"Nokkurn áhuga","Yfirleitt","Frekar illa","Vinstrihreyfingin grænt framboð"
"1796","Kona",74,2,"Nokkurn áhuga","Sumum","Mjög illa","Samfylkingin"
"1797","Karl",71,4,"Mikinn áhuga",NA,"Frekar vel",NA
"1798","Karl",63,6,"Mjög mikinn áhuga",NA,"Mjög illa","Vinstrihreyfingin grænt framboð"
"1799","Karl",36,5,"Mikinn áhuga",NA,"Frekar illa","Framsóknarflokkurinn"
"1800","Karl",61,6,"Mikinn áhuga","Sumum","Frekar illa","Viðreisn"
"1801","Karl",25,5,"Nokkurn áhuga"," Mörgum","Mjög vel","Sjálfstæðisflokkurinn"
"1802","Karl",44,6,"Mikinn áhuga","Yfirleitt","Frekar vel","Sjálfstæðisflokkurinn"
"1803","Karl",89,7,"Nokkurn áhuga",NA,"Frekar illa",NA
"1804","Karl",70,6,"Mikinn áhuga",NA,"Frekar vel","Viðreisn"
"1805","Karl",37,7,"Nokkurn áhuga","Fáum","Frekar illa","Viðreisn"
"1806","Kona",63,5,"Mjög mikinn áhuga",NA,"Frekar vel","Framsóknarflokkurinn"
"1807","Karl",40,4,"Mjög mikinn áhuga"," Mörgum","Frekar illa","Framsóknarflokkurinn"
"1808","Karl",54,5,"Nokkurn áhuga"," Mörgum","Frekar vel","Sjálfstæðisflokkurinn"
"1809","Kona",50,2,"Mikinn áhuga","Sumum","Frekar vel","Sjálfstæðisflokkurinn"
"1810","Kona",62,5,"Mikinn áhuga"," Mörgum","Frekar vel","Sjálfstæðisflokkurinn"
"1811","Karl",38,5,"Nokkurn áhuga",NA,"Frekar vel","Viðreisn"
"1812","Karl",91,6,"Nokkurn áhuga","Sumum","Frekar vel","Sjálfstæðisflokkurinn"
"1813","Kona",31,1,"Mikinn áhuga"," Mörgum",NA,"Björt framtíð"
"1814","Kona",75,6,"Nokkurn áhuga",NA,"Frekar illa",NA
"1815","Karl",63,2,"Mjög mikinn áhuga","Fáum","Mjög illa","Vinstrihreyfingin grænt framboð"
"1816","Karl",26,1,"Nokkurn áhuga",NA,"Mjög illa","Framsóknarflokkurinn"
"1817","Karl",42,7,"Mjög mikinn áhuga"," Mörgum","Frekar illa","Sjálfstæðisflokkurinn"
"1818","Kona",64,5,"Mikinn áhuga",NA,"Frekar vel","Framsóknarflokkurinn"
"1819","Karl",55,4,"Mikinn áhuga"," Mörgum","Frekar illa","Píratar"
"1820","Karl",48,7,"Mjög mikinn áhuga",NA,"Frekar illa","Samfylkingin"
"1821","Karl",67,5,"Mjög mikinn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1822","Kona",53,5,"Nokkurn áhuga","Sumum","Frekar vel","Kaus ekki"
"1823","Kona",31,6,"Nokkurn áhuga","Sumum","Frekar vel","Samfylkingin"
"1824","Karl",52,5,"Lítinn áhuga",NA,"Frekar illa","Framsóknarflokkurinn"
"1825","Karl",35,4,"Mikinn áhuga",NA,"Frekar illa","Sjálfstæðisflokkurinn"
"1826","Karl",63,5,"Mikinn áhuga","Sumum","Frekar vel",NA
"1827","Karl",58,5,"Mjög mikinn áhuga","Fáum","Mjög vel","Framsóknarflokkurinn"
"1828","Karl",37,2,"Mjög mikinn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1829","Karl",51,5,"Lítinn áhuga","Sumum","Frekar vel","Framsóknarflokkurinn"
"1830","Karl",55,6,"Mikinn áhuga","Sumum","Frekar vel","Sjálfstæðisflokkurinn"
"1831","Kona",55,2,"Lítinn áhuga","Sumum","Frekar vel","Sjálfstæðisflokkurinn"
"1832","Karl",72,5,"Mikinn áhuga",NA,"Frekar illa","Framsóknarflokkurinn"
"1833","Karl",56,2,"Nokkurn áhuga","Sumum","Frekar vel",NA
"1834","Karl",52,5,"Mikinn áhuga",NA,"Frekar vel",NA
"1835","Kona",55,5,"Nokkurn áhuga","Sumum","Frekar vel","Framsóknarflokkurinn"
"1836","Karl",72,1,"Lítinn áhuga",NA,"Mjög illa","Vinstrihreyfingin grænt framboð"
"1837","Kona",64,7,"Mikinn áhuga",NA,"Frekar illa","Sjálfstæðisflokkurinn"
"1838","Karl",30,7,"Nokkurn áhuga","Sumum","Frekar illa","Viðreisn"
"1839","Karl",40,7,"Mikinn áhuga","Fáum","Frekar illa","Björt framtíð"
